id,РџРѕРєСѓРїР°С‚РµР»СЊСЃРєР°СЏ Р°РєС‚РёРІРЅРѕСЃС‚СЊ,РўРёРї СЃРµСЂРІРёСЃР°,Р Р°Р·СЂРµС€РёС‚СЊ СЃРѕРѕР±С‰Р°С‚СЊ,РњР°СЂРєРµС‚_Р°РєС‚РёРІ_6_РјРµСЃ,РњР°СЂРєРµС‚_Р°РєС‚РёРІ_С‚РµРє_РјРµСЃ,Р”Р»РёС‚РµР»СЊРЅРѕСЃС‚СЊ,РђРєС†РёРѕРЅРЅС‹Рµ_РїРѕРєСѓРїРєРё,РџРѕРїСѓР»СЏСЂРЅР°СЏ_РєР°С‚РµРіРѕСЂРёСЏ,РЎСЂРµРґРЅРёР№_РїСЂРѕСЃРјРѕС‚СЂ_РєР°С‚РµРіРѕСЂРёР№_Р·Р°_РІРёР·РёС‚,РќРµРѕРїР»Р°С‡РµРЅРЅС‹Рµ_РїСЂРѕРґСѓРєС‚С‹_С€С‚СѓРє_РєРІР°СЂС‚Р°Р»,РћС€РёР±РєР°_СЃРµСЂРІРёСЃР°,РЎС‚СЂР°РЅРёС†_Р·Р°_РІРёР·РёС‚
215455,РЎРЅРёР·РёР»Р°СЃСЊ,РїСЂРµРјРёСѓРј,РґР°,4.0,3,937,0.22,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,2,4,3,4
215456,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,1.7,4,449,0.23,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,3,4,4,5
215457,РЎРЅРёР·РёР»Р°СЃСЊ,РїСЂРµРјРёСѓРј,РЅРµС‚,4.6,5,764,0.32,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,2,5,6,4
215458,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.4,3,851,0.32,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,3,3,4,6
215459,РЎРЅРёР·РёР»Р°СЃСЊ,РїСЂРµРјРёСѓРј,РґР°,4.1,4,768,0.94,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,2,8,7,6
215460,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.5,3,720,0.3,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,2,6,4,2
215461,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.6,4,219,0.39,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,2,5,2,1
215462,РЎРЅРёР·РёР»Р°СЃСЊ,РїСЂРµРјРёСѓРј,РґР°,5.6,5,377,0.36,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,3,2,5,3
215463,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,3.1,4,472,0.99,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,2,6,3,3
215464,РЎРЅРёР·РёР»Р°СЃСЊ,РїСЂРµРјРёСѓРј,РґР°,2.4,4,806,0.25,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,3,5,3,8
215465,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.5,5,449,0.28,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,1,9,2,2
215466,РЎРЅРёР·РёР»Р°СЃСЊ,РїСЂРµРјРёСѓРј,РЅРµС‚,2.4,5,523,0.3,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,1,10,1,4
215467,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.4,4,503,0.9,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,2,3,3,3
215468,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,2.7,4,515,0.94,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,1,4,2,2
215469,РЎРЅРёР·РёР»Р°СЃСЊ,РїСЂРµРјРёСѓРј,РґР°,4.1,3,813,0.22,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,3,3,4,5
215470,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.9,4,249,0.93,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,2,6,4,2
215471,РЎРЅРёР·РёР»Р°СЃСЊ,РїСЂРµРјРёСѓРј,РґР°,3.8,4,829,0.3,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,3,5,6,6
215472,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,2.4,4,186,0.93,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,3,6,3,4
215473,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,4.1,3,336,0.22,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,2,7,2,3
215474,РЎРЅРёР·РёР»Р°СЃСЊ,РїСЂРµРјРёСѓРј,РЅРµС‚,3.5,4,690,0.24,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,2,5,8,5
215475,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.8,4,824,0.33,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,2,2,2,3
215476,РЎРЅРёР·РёР»Р°СЃСЊ,РїСЂРµРјРёСѓРј,РґР°,3.1,4,666,0.39,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,3,3,2,2
215477,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,1.7,4,377,0.23,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,3,3,5,6
215478,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.1,4,753,0.24,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,2,8,2,2
215479,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.4,4,674,0.28,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,3,5,2,3
215480,РЎРЅРёР·РёР»Р°СЃСЊ,РїСЂРµРјРёСѓРј,РґР°,4.4,4,875,0.94,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,2,2,8,5
215481,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.8,3,844,0.93,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,3,8,4,2
215482,РЎРЅРёР·РёР»Р°СЃСЊ,РїСЂРµРјРёСѓРј,РґР°,2.7,3,602,0.25,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,2,5,5,2
215483,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.9,5,855,0.99,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,2,6,7,6
215484,РЎРЅРёР·РёР»Р°СЃСЊ,РїСЂРµРјРёСѓРј,РЅРµС‚,2.9,5,448,0.23,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,4,2,6,3
215485,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.5,4,720,0.99,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,1,2,4,7
215486,РЎРЅРёР·РёР»Р°СЃСЊ,РїСЂРµРјРёСѓРј,РґР°,3.5,4,1021,0.35,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,2,4,3,5
215487,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.8,3,627,0.98,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,5,2,6,5
215488,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.1,4,748,0.93,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,3,4,2,4
215489,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,3.6,5,344,0.98,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,3,3,4,4
215490,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.1,4,922,0.35,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,6,7,1,5
215491,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,1.7,4,298,0.39,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,6,3,6,4
215492,РЎРЅРёР·РёР»Р°СЃСЊ,РїСЂРµРјРёСѓРј,РґР°,3.9,4,893,0.29,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,2,4,3,6
215493,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.0,5,881,0.99,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,3,5,6,5
215494,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,5.6,5,372,0.23,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,1,6,2,3
215495,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,0.9,4,788,0.98,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,3,3,3,3
215496,РЎРЅРёР·РёР»Р°СЃСЊ,РїСЂРµРјРёСѓРј,РґР°,4.0,4,684,0.4,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,1,6,2,4
215497,РЎРЅРёР·РёР»Р°СЃСЊ,РїСЂРµРјРёСѓРј,РґР°,5.6,5,719,0.28,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,1,2,7,1
215498,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,3.4,4,891,0.35,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,2,2,4,5
215499,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.4,4,842,0.89,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,2,8,8,3
215500,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.5,4,573,0.4,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,2,4,1,4
215501,РЎРЅРёР·РёР»Р°СЃСЊ,РїСЂРµРјРёСѓРј,РґР°,3.5,3,1057,0.35,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,4,3,5,6
215502,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.1,4,342,0.98,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,2,7,5,3
215503,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,2.4,5,638,0.24,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,1,5,2,1
215504,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.4,5,458,0.9,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,2,4,2,2
215505,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.4,4,254,0.31,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,2,3,5,3
215506,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,3.0,5,600,0.31,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,1,7,5,4
215507,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.8,3,871,0.32,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,2,4,6,7
215508,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.5,5,574,0.22,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,3,2,2,2
215509,РЎРЅРёР·РёР»Р°СЃСЊ,РїСЂРµРјРёСѓРј,РґР°,4.0,5,982,0.94,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,3,1,2,6
215510,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.8,4,324,0.22,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,2,7,2,2
215511,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.9,5,373,0.33,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,1,4,4,6
215512,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,0.9,3,839,0.4,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,3,3,7,7
215513,РЎРЅРёР·РёР»Р°СЃСЊ,РїСЂРµРјРёСѓРј,РЅРµС‚,3.4,4,845,0.22,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,2,7,7,5
215514,РЎРЅРёР·РёР»Р°СЃСЊ,РїСЂРµРјРёСѓРј,РґР°,1.5,4,475,0.21,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,2,3,8,3
215515,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,4.0,3,509,0.94,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,2,6,4,6
215516,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,4.4,4,252,0.98,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,3,4,2,1
215517,РЎРЅРёР·РёР»Р°СЃСЊ,РїСЂРµРјРёСѓРј,РЅРµС‚,4.0,3,820,0.32,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,4,4,2,5
215518,РЎРЅРёР·РёР»Р°СЃСЊ,РїСЂРµРјРёСѓРј,РґР°,3.4,5,744,0.28,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,3,2,2,6
215519,РЎРЅРёР·РёР»Р°СЃСЊ,РїСЂРµРјРёСѓРј,РґР°,3.1,5,824,0.94,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,2,2,4,4
215520,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,4.1,3,511,0.3,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,2,6,4,6
215521,РЎРЅРёР·РёР»Р°СЃСЊ,РїСЂРµРјРёСѓРј,РЅРµС‚,1.5,3,541,0.9,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,2,4,4,5
215522,РЎРЅРёР·РёР»Р°СЃСЊ,РїСЂРµРјРёСѓРј,РґР°,2.9,3,1079,0.3,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,4,5,5,9
215523,РЎРЅРёР·РёР»Р°СЃСЊ,РїСЂРµРјРёСѓРј,РґР°,3.5,4,900,0.4,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,2,3,9,6
215524,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.0,3,474,0.23,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,1,10,4,2
215525,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.0,4,558,0.32,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,1,2,4,1
215526,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.1,4,572,0.29,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,1,8,8,5
215527,РЎРЅРёР·РёР»Р°СЃСЊ,РїСЂРµРјРёСѓРј,РґР°,4.1,5,957,0.94,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,3,0,5,4
215528,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.4,4,773,0.98,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,3,3,8,6
215529,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,3.5,5,717,0.35,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,2,6,7,3
215530,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.9,5,508,0.4,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,1,6,3,3
215531,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.2,4,184,0.34,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,1,6,4,2
215532,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.1,4,828,0.35,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,3,4,4,7
215533,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.2,4,944,0.35,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,2,0,5,7
215534,РЎРЅРёР·РёР»Р°СЃСЊ,РїСЂРµРјРёСѓРј,РЅРµС‚,4.0,4,419,0.93,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,1,9,3,3
215535,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,2.6,3,302,0.31,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,2,1,1,7
215536,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,3.8,3,898,0.4,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,3,6,2,5
215537,РЎРЅРёР·РёР»Р°СЃСЊ,РїСЂРµРјРёСѓРј,РґР°,3.9,4,705,0.99,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,3,3,7,4
215538,РЎРЅРёР·РёР»Р°СЃСЊ,РїСЂРµРјРёСѓРј,РґР°,1.5,5,788,0.89,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,1,4,4,4
215539,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,2.4,4,953,0.4,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,4,3,3,4
215540,РЎРЅРёР·РёР»Р°СЃСЊ,РїСЂРµРјРёСѓРј,РґР°,1.4,5,355,0.33,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,1,1,5,5
215541,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,4.4,4,616,0.27,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,1,7,4,2
215542,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,3.4,4,622,0.28,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,3,1,4,4
215543,РЎРЅРёР·РёР»Р°СЃСЊ,РїСЂРµРјРёСѓРј,РЅРµС‚,1.5,5,335,0.21,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,2,0,5,3
215544,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,2.4,4,1025,0.4,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,3,2,5,6
215545,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.6,4,755,0.94,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,3,7,5,5
215546,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.0,4,549,0.31,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,4,3,2,4
215547,РЎРЅРёР·РёР»Р°СЃСЊ,РїСЂРµРјРёСѓРј,РЅРµС‚,2.6,3,308,0.89,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,2,8,6,5
215548,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.5,4,903,0.35,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,3,1,3,4
215549,РЎРЅРёР·РёР»Р°СЃСЊ,РїСЂРµРјРёСѓРј,РґР°,2.6,3,683,0.28,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,1,5,3,6
215550,РЎРЅРёР·РёР»Р°СЃСЊ,РїСЂРµРјРёСѓРј,РґР°,3.0,4,434,0.24,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,1,8,3,2
215551,РЎРЅРёР·РёР»Р°СЃСЊ,РїСЂРµРјРёСѓРј,РґР°,2.6,3,983,0.21,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,4,2,2,7
215552,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,0.9,4,624,0.89,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,1,9,5,1
215553,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,0.9,4,360,0.33,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,2,3,3,5
215554,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.4,3,1017,0.35,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,3,5,2,7
215555,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,4.1,5,348,0.89,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,2,2,4,2
215556,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,2.7,4,742,0.39,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,2,2,3,5
215557,РЎРЅРёР·РёР»Р°СЃСЊ,РїСЂРµРјРёСѓРј,РґР°,4.1,4,770,0.28,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,3,2,2,6
215558,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.6,5,867,0.25,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,2,6,3,5
215559,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.4,3,701,0.3,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,4,2,4,4
215560,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.9,4,589,0.35,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,2,6,4,3
215561,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,2.4,4,527,0.28,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,2,7,4,3
215562,РЎРЅРёР·РёР»Р°СЃСЊ,РїСЂРµРјРёСѓРј,РґР°,2.4,5,692,0.35,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,1,7,1,2
215563,РЎРЅРёР·РёР»Р°СЃСЊ,РїСЂРµРјРёСѓРј,РґР°,3.9,5,956,0.35,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,2,2,6,7
215564,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,3.9,3,618,0.24,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,2,10,3,5
215565,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,2.4,4,522,0.99,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,2,5,4,4
